peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
53.25,1.72,M,48,80,0,3,3,2,0,N,0,1,1
129.6,1.8,V,47,0,0,1,0,0,0,N,0,0,1
128.16,1.79,V,58,0,2,7,0,0,0,N,1,2,4
76.05,1.66,V,39,0,4,2,10,7,0,N,2,2,3
79.01,1.73,V,47,0,0,0,10,5,0,N,1,4,4
94.21,1.7,M,31,0,3,5,4,0,0,N,1,1,2
67.31,1.83,V,32,0,0,3,18,8,0,N,1,2,4
57.67,1.79,V,35,20,2,4,2,0,0,N,2,4,4
46.66,1.61,V,57,30,2,3,15,14,0,N,1,3,3
53.25,1.72,V,28,130,0,1,0,0,0,N,2,3,2
82.65,1.7,M,32,0,12,0,0,6,0,N,1,2,1
57.14,1.59,M,29,0,4,0,12,2,0,N,1,3,4
51.41,1.69,M,38,160,10,4,0,3,0,N,2,3,2
86.34,1.62,M,33,0,1,2,0,0,0,S,2,3,3
80.9,1.6,M,33,0,6,0,1,0,0,N,1,2,2
70.24,1.74,V,39,10,0,0,6,6,0,N,2,4,4
47.82,1.63,M,30,100,5,3,0,0,0,N,0,0,1
103.46,1.76,V,39,0,0,3,0,0,0,S,2,4,4
81.79,1.7,M,62,0,3,0,16,8,0,N,1,4,4
79.12,1.57,M,44,0,0,0,6,9,0,N,0,2,3
65.05,1.76,V,41,20,8,2,0,1,6,N,2,4,3
113.06,1.76,V,44,0,0,1,5,0,0,S,1,2,0
101.39,1.69,V,46,0,5,3,10,0,0,N,0,0,0
121.98,1.78,V,41,0,0,0,0,1,0,N,0,0,0
54.5,1.74,V,43,0,12,1,31,20,1,N,0,0,0
72.68,1.77,V,50,0,0,0,22,16,0,N,2,2,1
50.8,1.68,V,18,190,0,0,3,3,0,N,0,0,0
109.82,1.7,V,32,0,0,1,0,0,1,N,0,0,1
50.8,1.68,M,21,50,0,0,0,2,0,N,0,0,0
77.22,1.79,V,39,0,8,5,20,9,0,N,0,1,0
100.35,1.6,M,52,0,0,3,0,0,1,N,1,3,3
112.58,1.71,M,39,0,0,0,0,0,0,N,1,1,0
64.25,1.65,M,47,0,2,1,18,14,0,N,0,2,4
56.39,1.77,V,54,120,0,0,18,2,7,N,2,4,2
104.99,1.66,M,47,0,13,3,0,0,0,N,0,1,0
68.75,1.78,V,52,0,11,1,20,11,0,N,1,3,3
52.54,1.65,M,42,10,16,4,19,4,1,N,0,0,1
53.25,1.72,V,32,150,4,0,0,0,0,N,0,0,1
84.94,1.65,M,34,0,2,2,4,0,0,S,2,2,3
120.9,1.83,V,57,0,25,2,0,0,4,N,0,1,3
67.49,1.67,V,34,10,0,3,0,6,0,N,2,4,3
90.03,1.68,M,47,0,17,5,0,1,0,N,3,4,3
79.26,1.62,M,43,0,7,0,8,0,6,N,1,2,3
61.43,1.59,M,30,0,0,0,12,13,NA,N,1,2,2
50.04,1.57,M,18,0,29,6,0,5,0,N,0,2,1
55.76,1.76,V,38,30,0,5,0,4,0,N,3,4,3
108.9,1.65,M,57,0,1,0,7,0,0,N,0,0,2
83.4,1.69,M,37,10,8,8,0,0,0,N,1,1,1
90.28,1.62,M,62,10,0,0,9,1,0,S,1,2,1
72.43,1.73,V,28,10,0,0,2,0,0,N,1,2,3
44.94,1.58,M,18,40,0,1,9,10,0,N,2,2,3
99.48,1.66,M,61,0,14,0,0,13,0,N,1,3,2
91.71,1.72,M,32,0,2,0,0,6,0,N,1,2,2
49,1.65,M,25,40,0,5,4,0,0,N,1,2,1
99,1.74,V,40,0,22,5,0,0,0,N,1,1,0
67.98,1.69,M,46,0,0,4,18,17,5,N,0,2,3
94.32,1.63,M,43,0,0,5,2,6,0,N,1,1,0
77.16,1.62,M,33,0,13,0,4,7,0,N,0,0,0
48.41,1.64,M,66,50,0,0,0,0,0,N,0,0,0
104.82,1.65,M,59,0,0,3,0,4,0,S,2,4,4
101.07,1.78,V,69,0,0,0,24,12,0,N,0,0,1
49.6,1.66,M,21,40,0,0,13,1,1,N,1,3,2
71.89,1.72,V,24,0,5,0,9,5,0,N,0,1,1
55.12,1.75,V,75,50,17,0,6,7,0,N,1,2,3
50.2,1.67,V,43,10,25,2,10,1,0,N,2,4,3
69.55,1.62,M,18,0,2,0,0,0,0,N,0,2,3
61.53,1.72,V,55,0,0,0,30,6,1,N,3,4,4
110.22,1.66,V,76,0,5,0,0,4,0,N,2,2,2
81.97,1.69,M,34,0,2,0,10,6,0,S,1,1,1
96.45,1.66,V,52,0,0,9,0,11,0,N,1,4,4
70.26,1.69,M,18,0,10,5,0,0,1,N,2,4,4
53.25,1.72,V,41,80,2,0,6,0,0,N,1,2,1
59.62,1.61,M,20,0,2,1,9,0,0,N,1,3,3
49.6,1.66,M,59,80,0,0,11,14,0,S,1,2,1
66.83,1.69,M,19,0,13,1,0,0,0,N,1,2,4
60.94,1.84,V,41,20,11,4,0,7,0,N,2,4,3
111.99,1.71,M,43,0,0,4,0,0,0,N,0,1,1
57.03,1.78,M,51,70,14,4,13,5,3,N,0,1,2
85.24,1.68,M,33,0,13,0,2,0,0,N,1,1,2
56.39,1.77,V,31,70,11,7,9,7,0,N,1,1,3
59.65,1.6,M,18,0,10,0,0,2,0,N,2,4,4
53.25,1.72,M,58,60,7,0,21,14,0,N,0,0,1
96.03,1.76,V,51,0,0,0,9,6,0,N,2,4,4
106.38,1.79,V,28,0,0,1,0,0,0,N,0,1,0
80.26,1.69,M,29,0,0,0,6,3,0,N,0,2,1
105.01,1.76,V,31,0,3,4,0,0,1,N,1,2,1
48.41,1.64,M,46,40,0,0,0,4,0,N,1,2,2
101.39,1.78,V,64,0,0,9,10,18,0,N,3,4,4
96.37,1.73,V,55,0,0,0,12,12,0,N,0,1,1
106.28,1.63,M,56,0,6,4,3,0,0,N,1,0,2
57.67,1.79,V,38,0,3,0,36,21,0,N,1,2,1
88.24,1.57,M,49,0,4,3,0,0,0,N,1,4,4
117.02,1.73,V,54,0,0,2,5,7,0,S,1,1,0
102.4,1.6,M,69,0,2,0,0,0,0,N,0,1,1
81.99,1.67,M,47,0,4,0,8,6,0,N,2,3,3
116.28,1.78,V,37,0,0,1,0,0,0,N,0,1,1
97.97,1.7,V,63,0,0,0,19,9,3,N,1,0,0
65.48,1.68,M,27,0,7,1,8,2,0,N,3,4,4
102.93,1.71,M,41,0,0,3,5,0,0,N,2,3,2
55.76,1.76,V,37,0,10,2,20,7,0,N,1,2,4
69.26,1.57,M,52,0,7,0,18,13,0,N,1,0,0
49.6,1.66,V,18,30,0,3,9,6,0,N,2,3,1
53.36,1.65,M,29,0,1,1,18,14,0,N,1,2,0
50.2,1.67,V,19,70,0,0,0,0,4,N,0,2,4
82.35,1.74,V,32,0,0,0,6,9,0,N,1,2,3
92.42,1.6,M,68,0,5,6,9,11,0,N,0,2,2
99.56,1.67,M,43,0,8,10,0,10,0,N,0,1,2
106.4,1.68,M,46,0,1,0,3,6,0,N,0,0,0
98.54,1.71,V,40,0,0,2,2,3,0,N,0,2,2
74.39,1.63,M,23,0,5,3,12,0,0,N,0,0,0
111.56,1.67,M,50,0,0,6,0,7,1,S,1,1,2
53.75,1.7,M,47,0,0,0,31,13,3,N,1,2,3
84.83,1.75,M,30,0,0,3,0,12,4,N,2,4,4
55.12,1.69,V,70,40,0,1,7,3,0,N,0,0,1
110.69,1.7,M,51,0,0,9,2,2,0,N,2,2,2
91.04,1.85,V,32,10,0,2,0,4,0,N,1,1,2
53.25,1.72,V,37,0,2,0,22,11,0,N,1,3,2
45.51,1.59,M,20,30,0,4,0,0,0,N,1,1,0
101.24,1.67,V,34,0,0,3,0,0,0,N,0,1,1
58.97,1.81,V,48,60,9,1,22,15,0,N,0,2,0
57.03,1.78,V,18,70,0,2,5,5,0,N,2,3,4
98.81,1.72,V,56,0,12,0,10,0,0,N,1,2,2
73.12,1.7,V,25,0,14,3,5,3,0,N,1,1,0
94.45,1.86,V,41,0,0,2,12,8,0,N,1,4,3
108.36,1.78,V,30,0,0,0,0,0,0,N,1,1,0
50.2,1.67,M,39,0,10,0,20,12,0,N,3,3,4
76.01,1.7,M,26,0,0,1,5,2,0,N,2,2,3
78.54,1.64,M,36,0,2,0,0,1,0,N,3,4,4
48.41,1.64,V,42,110,0,2,14,6,2,N,0,1,0
63.62,1.88,V,18,0,0,0,16,7,0,N,3,3,3
84.61,1.72,V,26,0,3,3,0,0,0,N,2,3,3
80.37,1.83,V,22,0,0,0,7,0,0,N,2,3,4
81.97,1.69,M,18,0,0,1,0,1,0,N,0,2,2
92.11,1.71,V,52,0,11,4,2,4,0,N,1,4,4
105.65,1.73,V,41,0,0,5,0,5,0,N,1,2,3
95.33,1.71,V,29,0,0,0,0,6,0,N,1,2,1
72.8,1.63,M,30,0,1,2,0,0,0,N,3,4,4
83.46,1.62,M,34,0,0,5,0,2,0,N,3,4,4
52.63,1.71,M,23,30,0,0,12,4,0,N,1,2,1
59.14,1.6,M,28,0,0,0,14,6,0,N,1,3,2
91.21,1.66,M,34,0,1,1,0,0,0,N,1,2,0
99.86,1.58,M,56,0,2,1,0,0,0,N,0,1,1
70.47,1.64,M,18,0,12,0,6,0,0,N,1,1,0
63.9,1.72,V,33,0,0,4,13,12,0,N,1,2,3
79.97,1.69,M,23,0,14,0,1,0,0,N,1,2,0
103.15,1.83,V,26,0,0,3,0,0,0,N,4,4,4
50.2,1.67,M,40,110,0,0,10,7,0,N,1,2,4
80.69,1.64,M,35,0,5,0,4,1,0,N,2,3,2
84.87,1.76,M,18,0,10,4,0,0,0,N,1,2,3
49.6,1.66,V,56,80,0,0,11,8,0,N,1,3,3
99.78,1.64,M,56,0,0,2,12,1,2,N,0,0,1
110.22,1.66,M,54,0,0,2,0,5,2,N,2,3,1
53.87,1.73,V,37,50,18,1,0,2,1,N,1,2,2
79.32,1.75,V,18,0,0,3,0,1,0,N,3,3,3
90.03,1.68,M,41,0,5,3,0,5,0,N,1,3,3
101.74,1.8,V,39,0,5,0,0,0,0,N,3,3,4
46.66,1.61,M,18,50,3,0,3,0,2,N,0,1,2
109.31,1.82,V,62,0,17,4,10,13,0,N,0,0,0
54.5,1.74,V,45,120,6,0,0,0,4,N,1,2,2
78.37,1.71,M,27,0,9,2,2,0,0,S,3,4,3
66.16,1.64,M,34,0,0,2,15,10,0,N,1,1,1
67.75,1.63,M,34,0,0,5,11,11,0,N,1,2,2
81,1.71,V,31,0,0,0,3,5,0,N,2,4,4
94.26,1.67,M,40,0,15,0,0,0,0,N,1,1,2
75.64,1.75,V,20,0,0,0,10,3,6,N,1,2,2
53.25,1.72,V,52,40,0,0,3,0,0,N,2,4,4
116.86,1.77,V,44,0,0,0,0,3,0,N,2,1,2
43.25,1.55,M,20,10,0,3,13,7,0,N,1,3,3
92.42,1.6,M,38,0,0,0,0,0,0,N,3,3,3
76.12,1.64,M,29,0,10,0,0,0,0,N,2,2,2
95.02,1.65,M,46,0,9,2,0,5,0,N,1,1,0
85.83,1.7,M,48,0,7,0,10,0,0,N,1,3,4
104.99,1.66,M,51,0,0,2,4,7,0,N,0,0,0
63.93,1.66,M,57,30,4,0,0,0,0,N,0,1,2
96.1,1.65,V,39,0,7,0,0,5,0,N,1,1,0
116.96,1.71,V,69,0,0,1,0,6,0,N,1,2,2
55.76,1.76,V,29,70,7,0,7,1,3,N,1,1,1
45.51,1.59,M,20,120,0,5,0,0,0,N,0,1,2
57.03,1.78,V,23,50,0,0,0,0,0,N,0,2,2
78.07,1.71,M,19,0,0,0,8,2,0,N,1,0,0
95.99,1.81,V,18,0,3,3,0,1,0,N,1,2,0
85.6,1.73,V,28,0,0,3,1,0,0,N,0,2,3
76.77,1.68,M,18,0,4,3,0,0,0,N,1,3,1
49,1.65,M,38,40,0,0,0,6,3,N,2,2,2
50.64,1.65,M,32,0,3,0,18,7,0,N,3,4,4
69.15,1.58,M,30,0,4,4,0,2,0,N,3,4,3
83.38,1.86,V,44,0,0,0,15,13,0,N,1,4,4
49,1.65,M,20,20,14,2,3,0,0,N,3,4,3
86.38,1.58,M,42,0,0,2,2,0,2,N,1,4,3
75.14,1.72,V,34,0,0,2,10,11,0,N,2,3,2
53.87,1.73,M,62,190,13,0,17,21,0,N,0,0,2
87.12,1.82,V,42,0,0,2,22,9,0,N,1,1,0
89.91,1.77,V,18,0,0,4,0,5,3,N,1,2,2
47.82,1.63,M,29,100,0,1,0,0,0,N,2,3,3
64.33,1.71,M,18,0,0,3,4,9,0,N,2,3,4
86.13,1.58,M,38,0,0,1,0,6,0,N,2,2,3
111.84,1.77,V,42,0,2,1,2,0,0,N,0,2,1
53.25,1.72,V,56,130,0,0,0,0,0,S,2,2,2
86.32,1.61,M,35,0,9,2,0,0,0,N,1,1,2
77.2,1.71,V,32,0,13,0,4,0,0,N,3,3,2
50.2,1.67,M,35,60,0,4,0,0,0,N,4,4,4
79.91,1.73,V,21,0,0,5,5,8,0,N,0,2,2
114.24,1.69,M,68,0,6,5,0,1,0,N,1,2,4
81.65,1.72,V,58,0,8,4,17,7,0,N,1,3,3
74.39,1.58,M,36,0,5,0,5,2,0,N,0,2,3
52.63,1.71,M,35,40,0,4,0,4,0,N,1,2,4
111.56,1.67,V,51,0,0,4,0,2,0,N,2,1,0
79.97,1.69,M,50,0,0,2,16,0,0,N,2,3,4
141.38,1.88,V,63,0,0,0,0,0,0,N,0,0,0
122.19,1.75,V,78,0,0,0,13,3,0,S,1,3,3
55.12,1.75,V,53,60,10,1,1,0,0,N,0,1,1
103.3,1.68,M,63,0,10,0,7,4,1,N,1,2,2
104.64,1.77,V,29,0,0,0,0,0,0,N,0,2,0
80.13,1.58,M,34,0,4,6,0,0,0,N,1,3,2
103.68,1.61,M,66,0,0,9,0,0,0,N,2,2,2
83.83,1.68,M,23,0,0,5,0,0,2,N,2,3,3
44.94,1.58,M,43,40,4,1,0,0,0,N,1,2,1
111.56,1.67,V,77,0,0,5,2,6,0,N,1,3,3
79.09,1.66,M,38,0,9,0,11,0,0,N,0,2,2
61.94,1.62,M,41,0,0,3,20,7,1,N,3,3,2
84.5,1.67,M,22,0,0,4,0,2,0,N,2,1,2
119.72,1.73,V,54,0,0,2,0,0,0,N,1,2,2
81,1.68,M,43,0,15,0,10,1,0,N,1,1,1
50.2,1.67,M,18,110,0,0,0,0,0,N,1,3,3
95.8,1.79,V,28,0,8,2,0,0,0,N,0,2,2
50.2,1.67,M,42,0,0,2,34,18,0,N,1,3,4
47.82,1.63,M,64,70,11,0,2,2,1,N,0,1,0
79.19,1.7,M,43,0,0,3,12,2,0,N,3,4,3
57.47,1.62,M,32,20,3,0,1,0,0,N,1,1,1
83.5,1.73,V,62,10,0,0,16,12,0,N,0,1,0
95.38,1.63,M,58,0,0,6,8,11,0,N,1,2,2
73.55,1.8,V,24,0,0,0,6,9,0,N,2,2,2
47.24,1.62,M,18,70,0,1,0,0,0,N,0,1,0
96.47,1.75,V,39,0,0,3,0,13,0,N,2,4,3
53.87,1.73,V,25,40,7,0,0,2,0,N,2,4,4
50.2,1.67,V,36,120,10,3,5,7,0,N,3,3,2
51.41,1.69,M,57,160,0,4,0,0,0,N,1,3,3
83.61,1.75,M,34,0,0,0,9,3,0,N,2,3,2
83.96,1.63,M,43,0,15,4,0,2,0,N,2,2,1
54.5,1.74,V,28,10,0,0,11,3,0,N,0,3,3
114.84,1.75,V,46,0,0,0,0,0,0,N,2,3,4
111.06,1.81,V,47,0,0,6,3,7,0,N,2,2,4
94.35,1.61,M,47,0,0,0,3,5,0,N,1,1,2
46.08,1.6,M,41,0,0,1,27,22,0,N,2,4,3
68.05,1.64,M,49,0,0,1,20,7,0,N,1,2,2
102.53,1.76,V,23,0,0,0,0,0,0,N,0,0,0
110.81,1.74,V,54,0,0,5,4,1,1,N,2,3,4
54.5,1.74,V,57,130,5,0,3,3,0,N,1,1,0
112.43,1.8,V,38,0,2,0,0,6,0,N,0,1,0
56.39,1.77,V,47,40,0,2,4,2,0,N,1,1,1
95.34,1.66,M,42,0,7,6,7,0,0,N,0,1,0
66.54,1.78,V,25,10,5,0,9,4,0,N,1,0,1
112.52,1.83,V,42,0,6,5,7,1,0,N,1,1,1
102.4,1.6,M,55,0,0,2,0,0,3,N,0,1,2
112.6,1.85,V,44,0,0,5,0,1,0,N,3,4,4
76.01,1.7,M,26,0,0,0,9,0,0,N,1,2,3
56.64,1.7,M,18,0,18,0,4,10,0,N,0,1,2
44.94,1.58,M,46,230,9,4,6,4,0,N,2,3,4
47.24,1.62,M,21,0,6,0,15,9,2,N,2,3,2
64.42,1.67,M,26,0,0,4,17,10,0,N,1,0,0
69.52,1.72,V,41,10,18,4,9,3,3,N,0,1,0
98.1,1.66,M,43,0,0,0,0,0,0,N,2,3,4
45.51,1.59,M,29,30,0,3,14,4,0,N,0,2,0
94.26,1.67,V,37,0,0,5,0,0,0,N,2,2,3
76.25,1.63,V,33,0,0,0,6,11,0,N,0,1,1
43.8,1.56,M,30,10,0,2,20,4,0,N,0,2,2
90.34,1.75,V,23,0,0,0,0,1,0,N,1,2,3
88.22,1.64,M,42,0,2,1,3,8,3,N,2,3,3
67.98,1.83,V,18,0,0,0,8,7,0,N,2,3,4
49,1.65,M,39,50,5,2,7,6,0,N,2,3,4
45.51,1.59,M,44,70,2,0,13,0,0,N,0,3,3
52.02,1.7,M,46,80,0,2,2,0,0,N,2,3,2
83.95,1.67,M,38,0,0,0,8,0,0,N,1,2,2
88.97,1.67,V,18,0,0,2,0,0,0,N,0,0,0
53.87,1.73,V,28,0,18,0,11,15,0,N,1,3,3
75.23,1.66,M,35,0,9,0,4,3,0,N,2,3,4
96.11,1.58,M,64,0,8,2,0,10,0,N,2,2,3
73.69,1.7,M,43,0,3,4,7,11,0,N,2,3,4
98.6,1.57,M,57,0,0,2,0,1,1,N,1,3,2
54.5,1.74,V,33,40,2,0,16,8,0,N,1,2,3
105.05,1.73,V,54,0,3,3,7,2,0,N,2,2,3
53.25,1.72,V,41,80,0,0,6,5,5,N,1,1,2
101.11,1.69,M,42,0,0,3,5,8,0,N,1,0,0
85.21,1.77,V,18,0,0,2,4,3,0,N,1,2,1
82.69,1.75,V,18,0,0,0,1,6,0,N,1,2,1
99.84,1.67,V,47,0,0,4,0,0,0,N,2,4,4
107.58,1.64,M,59,0,0,1,0,1,0,N,0,2,1
106.73,1.71,V,57,0,0,0,6,4,0,N,0,2,2
82.09,1.76,V,42,20,0,1,1,0,0,N,1,2,1
96.32,1.62,M,54,0,0,5,7,3,0,N,1,3,3
86.13,1.58,M,32,0,0,0,6,0,5,N,1,1,0
77.2,1.71,V,38,0,1,0,12,15,NA,N,0,1,1
95.13,1.61,M,38,0,5,4,0,0,0,S,0,0,0
101.39,1.69,V,49,0,0,1,0,3,0,N,2,4,4
95.07,1.82,V,46,0,0,4,10,6,0,N,3,4,4
133.48,1.85,V,49,0,1,0,0,0,0,N,1,3,2
74.86,1.71,M,40,10,16,1,0,2,0,N,1,3,3
49.6,1.66,M,18,190,0,0,0,0,0,N,3,3,2
56.39,1.77,M,43,30,0,0,0,0,0,N,2,3,3
95.41,1.76,V,34,0,0,2,0,0,0,N,2,4,4
56.39,1.77,V,39,110,9,3,0,7,3,N,3,4,4
59.95,1.81,V,27,0,13,0,12,10,3,N,0,1,2
93.24,1.79,V,41,0,16,1,8,0,0,N,2,2,2
88.4,1.78,M,30,0,3,6,12,10,0,N,1,0,0
57.03,1.78,V,44,40,0,1,0,0,0,N,0,3,4
81.65,1.61,M,40,0,0,2,4,6,0,N,1,3,2
113.28,1.82,V,43,0,3,0,1,0,3,N,1,3,4
48.41,1.64,M,23,70,1,0,0,9,0,N,0,2,2
61.61,1.85,V,57,50,0,2,0,0,0,S,0,1,3
66.96,1.71,V,36,0,7,2,6,10,0,N,2,4,4
72.73,1.79,V,34,0,0,2,15,9,0,N,0,2,3
59.62,1.82,V,21,60,11,1,3,2,NA,N,0,1,2
47.24,1.62,M,41,40,4,2,0,0,0,N,0,1,3
89.11,1.81,V,41,0,0,3,17,8,1,N,1,1,2
110.26,1.78,V,37,0,0,8,0,2,0,N,2,2,2
108.11,1.81,V,52,0,0,0,12,4,0,N,2,2,1
115.96,1.74,V,56,0,19,1,0,0,0,N,1,1,1
53.27,1.67,M,55,30,19,5,0,0,0,N,0,2,3
109.63,1.78,V,36,0,5,3,1,0,0,N,1,2,1
56.39,1.77,V,19,40,0,1,1,0,0,N,2,2,1
106.27,1.74,V,39,0,0,3,0,0,0,N,1,2,3
105.19,1.78,V,45,0,0,0,5,9,0,N,1,2,2
80.54,1.69,M,26,0,0,4,6,2,0,N,0,2,0
87.61,1.61,M,44,0,2,0,3,0,0,N,1,2,4
98.26,1.7,M,55,0,12,0,8,7,0,N,0,0,1
51.37,1.64,M,46,0,0,0,22,16,0,N,3,4,4
91.97,1.69,M,34,0,0,3,0,0,0,N,2,4,4
49,1.65,M,36,50,9,4,4,2,0,N,2,3,4
101.51,1.77,V,38,0,2,2,0,2,0,N,3,4,4
47.82,1.63,M,28,20,0,0,6,0,0,N,0,1,2
73.05,1.54,M,30,0,8,0,0,1,0,N,1,1,1
56.39,1.77,V,42,120,18,0,8,5,0,N,1,0,1
93.71,1.75,V,41,0,0,3,6,8,0,N,0,2,2
64.83,1.57,M,18,0,0,3,0,1,0,N,1,3,3
81.85,1.68,M,29,0,4,4,0,1,0,N,2,4,4
50.2,1.67,M,18,40,0,0,9,0,0,N,0,1,1
86.15,1.77,V,56,0,6,0,13,12,0,N,2,3,4
119.89,1.83,V,41,0,1,2,0,3,0,N,1,2,0
92.69,1.71,V,40,0,0,0,0,0,0,N,2,4,4
96.13,1.57,M,53,0,0,4,1,0,0,N,2,4,4
78.01,1.77,V,18,0,0,3,4,0,0,N,2,2,2
54.5,1.74,V,19,40,10,4,0,9,2,N,0,1,1
85.87,1.79,V,25,0,2,0,1,2,0,N,1,3,3
56.83,1.6,M,29,0,14,0,0,12,NA,N,2,4,4
93.78,1.78,V,20,0,3,3,0,0,0,N,1,2,0
110.64,1.72,V,61,0,0,2,9,12,0,N,1,1,2
48.41,1.64,M,18,60,0,1,0,0,0,N,2,3,4
92.62,1.76,V,36,0,0,0,8,4,0,N,1,2,3
55.12,1.75,V,40,60,0,5,0,4,0,N,1,3,3
85.82,1.63,M,49,0,0,0,14,3,0,N,0,2,2
78,1.64,M,28,0,14,1,3,0,0,N,0,0,2
96.82,1.69,M,79,0,4,0,24,17,0,N,1,1,0
58.32,1.8,V,26,30,5,0,0,0,0,N,0,0,0
62.19,1.67,M,25,0,0,0,9,5,0,S,2,4,4
49,1.65,M,35,60,2,0,3,2,3,N,0,1,2
52.02,1.7,M,64,70,0,2,0,0,0,N,4,3,4
76.78,1.63,M,39,0,0,1,8,0,0,S,2,4,2
68.61,1.65,M,49,0,0,1,24,11,0,N,1,1,0
93.24,1.79,V,33,0,3,2,8,2,0,N,1,0,1
64.01,1.64,V,42,0,10,0,15,12,0,N,1,3,1
53.25,1.72,V,45,50,4,0,2,0,0,N,2,3,1
52.63,1.71,V,41,40,11,0,14,4,1,N,1,1,2
58.97,1.81,V,58,90,0,1,5,12,0,N,2,3,3
55.76,1.76,V,40,70,0,1,0,2,0,N,0,0,1
107.48,1.74,V,45,0,0,0,0,1,0,S,2,3,2
106.12,1.68,V,76,0,9,6,16,10,0,N,0,1,0
77.81,1.72,V,35,0,15,3,0,8,0,N,2,2,2
114.39,1.79,V,46,0,2,2,0,2,0,N,3,3,4
45.51,1.59,M,18,60,0,0,10,6,0,N,1,3,2
47.24,1.62,V,39,50,11,1,15,1,3,N,0,1,3
103.58,1.68,M,49,0,0,2,0,0,0,N,3,4,3
47.82,1.63,M,18,0,5,0,8,9,0,N,2,3,4
56.89,1.67,M,31,0,0,0,12,11,0,N,2,3,3
108.5,1.83,V,32,0,0,6,0,0,0,N,1,1,4
84.94,1.59,M,31,0,3,6,0,1,0,N,1,2,2
90.21,1.61,M,45,0,9,6,0,0,0,N,2,3,2
99.94,1.77,V,31,0,3,5,0,0,0,N,2,2,2
103.54,1.74,V,31,0,0,0,0,0,0,N,1,2,2
70.28,1.68,V,30,0,5,3,13,2,0,N,2,2,0
90.11,1.6,M,33,0,0,0,0,1,0,N,1,1,1
93.79,1.63,M,44,0,10,0,0,0,0,N,1,2,3
55.76,1.76,V,43,40,0,2,0,1,0,N,1,1,1
87.39,1.65,M,27,0,0,3,0,1,4,N,1,1,2
47.24,1.62,M,39,0,8,0,28,19,0,N,2,3,3
85.49,1.65,M,43,0,2,0,7,4,4,N,2,3,3
83.58,1.65,M,26,0,0,0,0,0,0,N,1,2,2
89.01,1.63,M,25,0,0,4,0,2,0,N,1,1,0
50.8,1.68,M,23,40,0,0,18,7,0,N,3,4,3
89.83,1.66,M,44,0,0,3,0,4,0,N,1,4,4
58.97,1.81,V,32,0,11,4,21,17,1,N,3,4,4
91.96,1.79,V,52,0,18,1,6,2,NA,N,1,3,4
56.39,1.77,V,60,100,0,2,0,0,0,N,2,4,3
65.58,1.66,M,51,0,5,5,20,12,1,N,0,2,4
83.72,1.61,M,61,0,8,0,10,8,0,N,1,3,3
58.32,1.8,V,57,60,0,1,7,2,0,N,1,0,0
110.22,1.66,M,59,0,0,0,2,0,0,N,0,2,4
80.74,1.66,M,34,0,0,3,7,4,0,N,1,1,1
59.62,1.82,V,39,20,23,4,28,3,0,S,1,4,4
126.88,1.79,V,53,0,13,1,0,0,0,N,0,0,0
81.58,1.71,V,19,0,0,0,0,0,0,N,4,4,4
84.61,1.72,V,33,0,0,0,0,7,0,N,3,4,4
104.7,1.76,V,30,0,1,1,0,7,0,N,1,1,0
68.83,1.69,V,54,0,0,0,19,19,0,N,0,3,3
112.52,1.83,V,51,0,6,4,0,5,0,N,2,3,3
106.28,1.63,M,50,0,0,8,0,2,0,N,0,0,0
105.68,1.69,M,62,0,9,0,2,0,0,N,2,4,3
52.63,1.71,V,43,200,15,1,0,0,2,N,4,4,3
74.82,1.73,V,57,0,0,4,26,17,1,N,1,1,1
85.2,1.72,M,53,0,20,2,15,5,2,N,0,1,0
86.25,1.69,M,18,0,3,4,0,0,0,N,0,0,0
93.17,1.62,M,37,0,0,5,0,2,0,N,0,2,3
84.76,1.61,M,36,0,8,0,0,2,0,N,1,2,2
58.84,1.69,V,43,0,12,1,22,9,0,N,0,1,0
51.97,1.6,M,19,0,0,0,8,8,2,N,2,4,3
52.02,1.7,M,36,70,12,0,16,4,0,N,1,0,0
75.58,1.76,V,39,0,3,6,17,7,0,N,0,1,2
83.52,1.7,M,29,0,2,5,1,3,3,N,1,4,3
90.09,1.83,V,18,0,7,1,6,0,0,N,0,1,2
56.39,1.77,M,30,130,17,0,18,9,0,N,1,2,3
57.68,1.57,M,45,0,16,0,17,10,0,N,0,1,0
54.5,1.74,M,35,90,0,0,21,15,0,N,0,1,2
61.61,1.85,V,26,0,0,0,19,6,0,N,3,4,4
111.64,1.73,M,44,0,8,4,0,2,8,N,0,2,1
45.51,1.59,M,43,110,8,0,2,0,0,N,0,0,1
86.88,1.63,M,39,0,0,10,1,0,0,N,3,4,3
56.51,1.72,V,18,10,4,1,0,0,0,N,2,3,4
46.66,1.61,M,61,30,18,1,12,4,0,N,1,1,1
83.02,1.76,V,40,0,11,2,7,0,0,N,2,4,4
99.7,1.72,V,49,0,0,0,0,4,2,N,1,3,4
57.03,1.78,V,61,110,18,0,0,10,0,N,1,2,3
105.89,1.77,V,66,0,2,0,17,13,0,N,2,2,1
91.69,1.76,M,51,0,0,1,8,5,0,N,2,4,4
71.54,1.64,M,18,0,0,0,0,0,0,N,3,4,4
105.66,1.74,M,60,0,12,0,10,0,0,N,0,1,1
72.81,1.71,V,18,0,7,4,7,8,0,N,0,0,0
